Código de Conexión,Equipo,Tipo de la observación,Fecha de la Observación,Código de la observación,Lectura de contador,Toda la lectura de contador del tiempo,Edad componente,Intervalo de la observación,días,Valoración de la Observación,Grado de Trakka,Edad del lubricante,Uso,Lubricante drenado,Agredado,Valoración del Estado Asignada,Notas sobre la Revisión del Estado,Otras recomendaciones,Efecto de Falla,Revisado,Revisor,Resumen de la Acción,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),Agua (%),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Cobre (ppm),Cromo (ppm),Hierro (ppm),Plomo (ppm),Bario (ppm),Cadmio (ppm),Estaño (ppm),Niquel (ppm),Fecha Calculada,Año,Mes,Flota
0060153 ZSHI,60153,Análisis flúido,6/11/2025,0060153 ZSHI 20251106,"7292,81","7756,21","7292,81","306,8",28,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,29/12/2025 2:07:26 p. m.,jbenitez2,,,"83,2","7,37","118,62",,0,,2,21,"0,93",,28,"10,9",18,16,12,"1,01",0,"0,18","0,54","0,49",,,,,6/11/2025,2025,11,EX3600
0060153 ZSHI,60153,Análisis flúido,9/10/2025,0060153 ZSHI 20251009,"6986,01","7449,41","6986,01","258,8",16,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,16/10/2025 7:24:27 a. m.,jbenitez2,,,"46,55","12,51","110,97",,"0,53",,2,21,"0,66",,28,"10,95",20,18,14,"0,54","0,01","0,02",0,"0,3",,,,,9/10/2025,2025,10,EX3600
0060153 ZSHI,60153,Análisis flúido,23/09/2025,0060153 ZSHI 20250923,"6727,21","7190,61","6727,21","577,1",31,Normal,Crítico,,,No,0,Normal,Puede seguir operando,,Ninguna falla identificada,30/09/2025 8:44:10 a. m.,jbenitez2,,,"52,07","5,93","108,74",,0,,,,"1,63",,,"9,69",17,15,11,"0,97","0,26","0,3","5,71","0,32",,,,,23/09/2025,2025,09,EX3600
0060153 ZSHI,60153,Análisis flúido,23/08/2025,0060153 ZSHI 20250823,"6150,11","6613,51","6150,11","559,9",33,Normal,Crítico,,,No,0,Advertencia,ya se tiene una ot para este componente #1510716,,Ninguna falla identificada,1/09/2025 10:58:48 a. m.,jbenitez2,,,"63,66","3,96","71,83",,"0,19",,,,"0,42",,,"10,9",21,20,17,"0,17",0,"0,05",0,"0,09",,,,,23/08/2025,2025,08,EX3600
0060153 ZSHI,60153,Análisis flúido,21/07/2025,0060153 ZSHI 20250721,"5590,21","6053,61","5590,21","540,5",31,Normal,Crítico,,,No,0,Advertencia,"Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones Y enventanarla en el evento del dia .    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)",,Ninguna falla identificada,28/07/2025 4:34:42 p. m.,jbenitez2,,,"53,98","11,83","145,24",,"0,12",,3,17,"2,48",,24,9,19,16,12,"1,42","0,57","0,08","10,02",0,,,,,21/07/2025,2025,07,EX3600
0060153 ZSHI,60153,Análisis flúido,20/06/2025,0060153 ZSHI 20250620,"5049,71","5513,11","5049,71","721,7",42,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,25/06/2025 10:36:39 a. m.,jbenitez2,,,"59,81","4,53","75,28",,0,,,,"0,71",,,11,21,20,16,"0,28",0,0,"0,21","0,27",,,,,20/06/2025,2025,06,EX3600
0060153 ZSHI,60153,Análisis flúido,9/05/2025,0060153 ZSHI 20250509,"4328,01","4791,41","4328,01","331,1",22,Normal,Crítico,,,No,0,Advertencia,"SE TENDRA BAJO MONITOREO, SE TOMARA CONTRAMUESTRA",,Ninguna falla identificada,14/05/2025 9:37:32 a. m.,jbenitez2,,,"44,81","12,11","124,17",,0,,3,16,"2,27",,23,"9,1",19,18,14,"0,96","0,59","0,15","6,29","0,72",,,,,9/05/2025,2025,05,EX3600
0060153 ZSHI,60153,Análisis flúido,17/04/2025,0060153 ZSHI 20250417,"3996,91","4460,31","3996,91","312,61",17,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:24:04 p. m.,jbenitez2,,,"23,02","21,28","210,15",,"0,87",,,,"2,52",,,"8,03",18,16,13,"1,88","0,92",0,"10,55","0,77",,,,,17/04/2025,2025,04,EX3600
0060153 ZSHI,60153,Análisis flúido,31/03/2025,0060153 ZSHI 20250331,"3684,3","4147,7","3684,3","157,2",9,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 2:56:29 p. m.,jbenitez2,,,"21,03","18,16","268,45",,0,,,,"9,27",,,8,20,19,16,"1,57","0,93","0,43","7,7","0,92",,,,,31/03/2025,2025,03,EX3600
0060153 ZSHI,60153,Análisis flúido,22/03/2025,0060153 ZSHI 20250322,"3527,1","3990,5","3527,1","562,7",30,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 2:48:48 p. m.,jbenitez2,,,"24,44","17,75","221,26",,0,,,,"2,05",,,8,18,16,12,"1,16","0,89","0,07","6,5","0,73",,,,,22/03/2025,2025,03,EX3600
0060153 ZSHI,60153,Análisis flúido,20/02/2025,0060153 ZSHI 20250220,"2964,4","3427,8","2964,4","589,9",31,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 2:59:06 p. m.,jbenitez2,,,"25,9","23,83","304,58",,0,,,,"1,92",,,"8,2",19,18,15,"0,22","0,9",0,"5,6","1,19",,,,,20/02/2025,2025,02,EX3600
0060153 ZSHI,60153,Análisis flúido,20/01/2025,0060153 ZSHI 20250120,"2374,5","2837,9","2374,5","638,7",37,Normal,Crítico,,,No,0,Normal,"Todos los predictores en rango normal, aceite hidraulico original HITACHI",,Ninguna falla identificada,27/01/2025 6:56:32 p. m.,lrodriguez,,,"62,82","11,37","90,72",,"0,16",,,,"0,89",,,"11,156",19,17,14,"0,26","0,01",0,"0,21",0,,,,,20/01/2025,2025,01,EX3600
0060153 ZSHI,60153,Análisis flúido,14/12/2024,0060153 ZSHI 20241214,"1735,8","2199,2","1735,8","402,1",25,Normal,Crítico,,,No,0,Normal,"Codigo ISO ligeramente elevado, Cambiar filtracion en su intervalo defiido. Predictores en rango normal, aceite original HITACHI. Seguir monitoreando de cerca.",,Ninguna falla identificada,21/01/2025 1:41:28 p. m.,lrodriguez,,,"18,84","32,78","328,41",,0,,,,"1,8",,,"7,74",23,21,18,"0,32","1,05",0,"3,96","0,99",,,,,14/12/2024,2024,12,EX3600
0060153 ZSHI,60153,Análisis flúido,19/11/2024,0060153 ZSHI 20241119,"1333,7","1797,1","1333,7","105,2",8,Normal,Crítico,,,No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,25/11/2024 8:26:38 p. m.,sysadmin,,,"15,9","36,35","281,85",,"0,13",,,,"1,61",,,,22,21,18,"0,43","0,99","0,01","3,63","0,15",,,,,19/11/2024,2024,11,EX3600
0060153 ZSHI,60153,Análisis flúido,11/11/2024,0060153 ZSHI 20241111,"1228,5","1691,9","1228,5","1228,5",57,Normal,Crítico,,,No,0,Normal,"Predictores sin novedad, aceite hidraulico usado es el original HITACHI. Seguir monitoreando de cerca",,Ninguna falla identificada,21/01/2025 1:03:36 p. m.,lrodriguez,,,"13,76","30,3","333,27",,0,,,,"0,48",,,"7,68",16,14,11,"0,2","1,21","0,04","2,33","1,01",,,,,11/11/2024,2024,11,EX3600
0060153 ZSHI,60153,Análisis flúido,15/09/2024,0060153 ZSHI 20240915,"463,4","463,4",0,,,Normal,Normal,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,2/11/2024 11:51:30 p. m.,DMartinez,,,"14,94","38,39","342,84",,0,,,,"1,03",,,,17,15,11,0,"2,64",0,"2,18",0,,,,,15/09/2024,2024,09,EX3600
0060154 ZSHI,60154,Análisis flúido,5/08/2026,0060154 ZSHI 20260805,"11343,14","11343,14","11343,14","483,3",26,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia .  Asistente, abre una OT tipo TR P1 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,,10/08/2026 1:08:11 p. m.,jbenitez2,,,"46,8","10,47","88,85",,0,,,,"0,69",,,"10,83",23,21,18,"0,51","0,12","0,11",3,0,,,,,5/08/2026,2026,08,EX3600
0060154 ZSHI,60154,Análisis flúido,10/07/2026,0060154 ZSHI 20260710,"10859,84","10859,84","10859,84","513,7",30,Normal,Crítico,,,No,0,Normal,COMPONENTE CON CONDICION –NORMAL--. PUEDE OPERAR SIN RESTRICCION,,Ninguna falla identificada,21/07/2026 7:31:41 a. m.,jbenitez2,,,"69,06","24,48","121,33",,0,,3,22,"4,46",,27,"9,65",19,17,13,"3,11","0,6","0,85","18,17","0,4",,,,,10/07/2026,2026,07,EX3600
0060154 ZSHI,60154,Análisis flúido,10/06/2026,0060154 ZSHI 20260610,"10346,14","10346,14","10346,14","127,4",10,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,12/06/2026 8:03:08 a. m.,jbenitez2,,,"32,37","6,45","82,42",,"0,3",,2,21,"0,54",,28,"10,22",19,14,13,"0,92","0,14","0,01","4,18","0,61",,,,,10/06/2026,2026,06,EX3600
0060154 ZSHI,60154,Análisis flúido,31/05/2026,0060154 ZSHI 20260531,"10218,74","10218,74","10218,74","289,9",17,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones y enventanarla el 19/6/2026   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,4/06/2026 1:52:06 p. m.,jbenitez2,,,"40,28","27,4","125,31",,"0,47",,3,21,"3,8",,26,"9,5",22,20,17,"2,53","0,41","0,17","17,03","0,17",,,,,31/05/2026,2026,05,EX3600
0060154 ZSHI,60154,Análisis flúido,14/05/2026,0060154 ZSHI 20260514,"9928,84","9928,84","9928,84","388,9",21,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,19/05/2026 10:06:14 a. m.,jbenitez2,,,"46,81","21,38","100,56",,"0,36",,,,"3,32",,,"9,6",17,16,13,"2,41","0,43","0,3","13,48","0,45",,,,,14/05/2026,2026,05,EX3600
0060154 ZSHI,60154,Análisis flúido,23/04/2026,0060154 ZSHI 20260423,"9539,94","9539,94","9539,94","406,5",24,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla en el evento del dia 16/4/2026 .  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Alto conteo de partículas,27/04/2026 3:00:46 p. m.,jbenitez2,,,"48,46","20,05","89,66",,"0,19",,,,"2,83",,,"9,66",21,19,15,"1,62","0,41","0,17","10,61","1,12",,,,,23/04/2026,2026,04,EX3600
0060154 ZSHI,60154,Análisis flúido,30/03/2026,0060154 ZSHI 20260330,"9133,44","9133,44","9133,44","429,1",23,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla en el evento del dia 16/4/2026 .  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Alto conteo de partículas,6/04/2026 10:50:20 a. m.,jbenitez2,,,"62,19","34,2","116,34",,"0,44",,2,21,"1,34",,28,"10,6",22,20,17,"1,13","0,12",0,"3,59","0,16",,,,,30/03/2026,2026,03,EX3600
0060154 ZSHI,60154,Análisis flúido,7/03/2026,0060154 ZSHI 20260307,"8704,34","8704,34","8704,34","386,1",22,Normal,Crítico,,,No,0,Crítico,"EQUIPO PROXIMO A ENTRAR A PM , SE LE CAMBIARAN FILTROS",,Ninguna falla identificada,16/03/2026 11:38:27 a. m.,jbenitez2,,,"55,85","12,73","109,13",,"0,08",,2,21,"0,33",,28,"10,676",20,19,16,"0,44","0,15",0,"1,72",0,,,,,7/03/2026,2026,03,EX3600
0060154 ZSHI,60154,Análisis flúido,13/02/2026,0060154 ZSHI 20260213,"8318,24","8318,24","8318,24","409,5",22,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT PARA ESTE COMPONENTE 1614870,,Alto conteo de partículas,17/02/2026 7:46:04 a. m.,jbenitez2,,,"73,16","20,9","83,67",,0,,3,21,"1,55",,27,"9,7",23,20,15,"0,87","0,65",0,"6,41",0,,,,,13/02/2026,2026,02,EX3600
0060154 ZSHI,60154,Análisis flúido,22/01/2026,0060154 ZSHI 20260122,"7908,74","7908,74","7908,74","492,2",28,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla en el evento del dia 15/2/2026 .  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Alto conteo de partículas,26/01/2026 8:49:02 a. m.,jbenitez2,,,"60,2","3,23","99,8",,"0,05",,,,"1,23",,,"11,063",22,21,18,"0,39",0,0,"0,17","0,16",,,,,22/01/2026,2026,01,EX3600
0060154 ZSHI,60154,Análisis flúido,25/12/2025,0060154 ZSHI 20251225,"7416,54","7416,54","7416,54","494,9",31,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,6/01/2026 12:51:07 p. m.,jbenitez2,,,"80,11","3,65","115,19",,0,,,,"0,95",,,"11,05",20,19,16,"0,19",0,0,"0,09","0,32",,,,,25/12/2025,2025,12,EX3600
0060154 ZSHI,60154,Análisis flúido,24/11/2025,0060154 ZSHI 20251124,"6921,64","6921,64","6921,64","392,8",21,Normal,Crítico,,,No,0,Advertencia,SE TOMARA UNA CONTRAMUESTRA PARA VERIFICAR ,,Alto conteo de partículas,6/01/2026 8:06:50 a. m.,jbenitez2,,,"55,84","4,68","107,2",,0,,2,20,"0,75",,27,"10,536",22,21,19,"0,18","0,04","0,07","1,52",0,,,,,24/11/2025,2025,11,EX3600
0060154 ZSHI,60154,Análisis flúido,3/11/2025,0060154 ZSHI 20251103,"6528,84","6528,84","6528,84","569,1",33,Normal,Crítico,,,No,0,Normal,PROXIMO A ENTRAR A PARADA ANUAL PARA CAMBIO DE ACEITE,,Ninguna falla identificada,19/11/2025 12:38:52 p. m.,jbenitez2,,,"58,4","9,43","302,44",,0,,3,18,"3,01",,24,,23,21,17,"2,17","0,41","0,19","9,21","0,98",,,,,3/11/2025,2025,11,EX3600
0060154 ZSHI,60154,Análisis flúido,1/10/2025,0060154 ZSHI 20251001,"5959,74","5959,74","5959,74","659,3",44,Normal,Crítico,,,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,Ninguna falla identificada,8/10/2025 7:30:02 a. m.,jbenitez2,,,"44,73","9,31","298,14",,"1,38",,3,16,"2,67",,22,"8,7",18,16,12,"0,57","0,48",0,"7,35",0,,,,,1/10/2025,2025,10,EX3600
0060154 ZSHI,60154,Análisis flúido,18/08/2025,0060154 ZSHI 20250818,"5300,44","5300,44","5300,44","405,9",23,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT GENERADA PARA ESTE COMPONENTE 1510715,,Ninguna falla identificada,25/08/2025 1:20:20 p. m.,jbenitez2,,,"42,89","8,46","167,24",,0,,3,16,"1,25",,22,"8,6",19,18,14,"0,96","0,27",0,"5,45","0,31",,,,,18/08/2025,2025,08,EX3600
0060154 ZSHI,60154,Análisis flúido,26/07/2025,0060154 ZSHI 20250726,"4894,54","4894,54","4894,54",81,4,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT GENERADA PARA ESTE COMPONENTE 1510715,,Ninguna falla identificada,4/08/2025 2:49:47 p. m.,jbenitez2,,,"42,35","7,84","155,57",,"0,35",,3,16,"2,71",,22,"8,99",22,20,17,"0,89","0,25","0,02","4,66",0,,,,,26/07/2025,2025,07,EX3600
0060154 ZSHI,60154,Análisis flúido,22/07/2025,0060154 ZSHI 20250722,"4813,54","4813,54","4813,54","686,5",39,Normal,Crítico,,,No,0,Advertencia,"Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones Y enventanarla en el evento del dia .    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)",,Ninguna falla identificada,28/07/2025 4:41:04 p. m.,jbenitez2,,,"51,35","7,8","150,3",,"0,21",,3,16,"1,54",,23,9,17,15,13,"1,1","0,34",0,"3,85",0,,,,,22/07/2025,2025,07,EX3600
0060154 ZSHI,60154,Análisis flúido,13/06/2025,0060154 ZSHI 20250613,"4127,04","4127,04","4127,04","341,4",19,Normal,Crítico,,,No,0,Advertencia,"Los predictores del calcio,cinc,fosoforado y viscocidad  estan en rango de crtico.    Asistente, abre una OT tipo TR P3 envetanarla 29/6/2025  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,16/06/2025 10:59:37 a. m.,jbenitez2,,,"8,97","15,52","241,44",,0,,,,"2,68",,,"7,62",18,16,13,"1,39","0,67","0,11","7,17",0,,,,,13/06/2025,2025,06,EX3600
0060154 ZSHI,60154,Análisis flúido,25/05/2025,0060154 ZSHI 20250525,"3785,64","3785,64","3785,64","266,6",18,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3 envetanarla 7/6/2025  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,27/05/2025 9:45:27 a. m.,jbenitez2,,,"52,28","33,6","101,94",,0,,2,21,"0,61",,28,"11,064",20,18,14,"0,47","0,02",0,0,0,,,,,25/05/2025,2025,05,EX3600
0060154 ZSHI,60154,Análisis flúido,7/05/2025,0060154 ZSHI 20250507,"3519,04","3519,04","3519,04",412,27,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,12/05/2025 1:58:57 p. m.,jbenitez2,,,"4,3","16,92","205,25",,0,,3,8,"2,75",,16,"7,51",18,17,14,"1,72","0,82","0,24","7,57",0,,,,,7/05/2025,2025,05,EX3600
0060154 ZSHI,60154,Análisis flúido,10/04/2025,0060154 ZSHI 20250410,"3107,04","3107,04","3107,04","635,74",34,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 3:03:19 p. m.,jbenitez2,,,"3,71","21,38","316,28",,0,,3,7,"2,18",,15,"7,5",18,16,13,"1,14","0,71","0,11","6,42",0,,,,,10/04/2025,2025,04,EX3600
0060154 ZSHI,60154,Análisis flúido,7/03/2025,0060154 ZSHI 20250307,"2471,3","2471,3","2471,3","482,6",26,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 2:50:53 p. m.,jbenitez2,,,"71,23","41,2","113,38",,0,,2,21,"1,08",,29,"11,16",20,18,13,"0,37","0,06","0,13","0,09",0,,,,,7/03/2025,2025,03,EX3600
0060154 ZSHI,60154,Análisis flúido,9/02/2025,0060154 ZSHI 20250209,"1988,7","1988,7","1988,7",688,36,Normal,Crítico,,,No,0,Normal,"Predictores en rango normal, aciete original HITACHI. Seguir monitoreando de cerca.",,Ninguna falla identificada,13/02/2025 10:38:42 p. m.,lrodriguez,,,"1,4","18,26","314,27",,0,,,,"2,2",,,"7,41",20,18,14,"0,08","0,45",0,"2,6","1,01",,,,,9/02/2025,2025,02,EX3600
0060154 ZSHI,60154,Análisis flúido,4/01/2025,0060154 ZSHI 20250104,"1300,7","1300,7","1300,7","346,1",21,Normal,Crítico,,,No,0,Normal,"Predictores en rango normal, aciete original HITACHI. Seguir monitoreando de cerca.",,Ninguna falla identificada,21/01/2025 3:06:05 p. m.,lrodriguez,,,"1,18","25,32","262,93",,0,,,,"0,7",,,"7,4",17,15,12,"0,46","0,86",0,"2,82",0,,,,,4/01/2025,2025,01,EX3600
0060154 ZSHI,60154,Análisis flúido,14/12/2024,0060154 ZSHI 20241214,"954,6","954,6","954,6",121,6,Normal,Crítico,,,No,0,Normal,"Codigo ISO ligeramente elevado, Cambiar filtracion en su intervalo defiido. Predictores en rango normal, aceite original HITACHI. Seguir monitoreando de cerca.",,Ninguna falla identificada,21/01/2025 1:41:28 p. m.,lrodriguez,,,3,"24,98","269,53",,0,,,,"1,13",,,"7,47",21,19,16,"0,28","1,86",0,"2,78","0,44",,,,,14/12/2024,2024,12,EX3600
0060154 ZSHI,60154,Análisis flúido,8/12/2024,0060154 ZSHI 20241208,"833,6","833,6","833,6","436,2",28,Normal,Crítico,,,No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,11/12/2024 8:25:08 p. m.,sysadmin,,,"2,23","29,68","273,38",,0,,3,6,"0,57",,15,,24,23,20,"0,31","2,62","0,05","3,36","1,26",,,,,8/12/2024,2024,12,EX3600
0060154 ZSHI,60154,Análisis flúido,10/11/2024,0060154 ZSHI 20241110,"397,4","397,4","397,4",,,Normal,Crítico,,,No,0,Normal,"Predictores en rango normal, aciete original HITACHI. Seguir monitoreando de cerca.",,Ninguna falla identificada,21/01/2025 1:16:09 p. m.,lrodriguez,,,"2,61","33,28",321,,0,,,,0,,,"7,46",17,15,11,0,"3,45",0,"1,97","0,86",,,,,10/11/2024,2024,11,EX3600
0060155 ZSHI,60155,Análisis flúido,18/06/2025,0060155 ZSHI 20250618,"2590,4","2590,4",0,760,42,Normal,Crítico,,,No,0,Normal,"Se toma una contramuestra , parametros normales",,Ninguna falla identificada,29/07/2025 9:19:50 a. m.,jbenitez2,,,"2,07","31,11","150,92",,"0,18",,2,6,"0,55",,16,"7,6",20,19,14,"0,13","0,08",0,"0,96","0,04",,,,,18/06/2025,2025,06,EX3600
0060155 ZSHI,60155,Análisis flúido,7/05/2025,0060155 ZSHI 20250507,"1830,4","1830,4",0,"402,4",27,Normal,Crítico,,,No,0,Normal,"Se toma una contramuestra ,",,Ninguna falla identificada,29/07/2025 9:20:09 a. m.,jbenitez2,,,"1,71","22,29","102,27",,0,,3,7,"1,14",,16,"7,66",21,19,16,0,"0,14","0,02","0,39","0,08",,,,,7/05/2025,2025,05,EX3600
0060155 ZSHI,60155,Análisis flúido,10/04/2025,0060155 ZSHI 20250410,1428,1428,0,"436,6",24,Normal,Crítico,,,No,0,Normal,"Se toma una contramuestra , parametros normales",,Ninguna falla identificada,29/07/2025 9:20:19 a. m.,jbenitez2,,,"2,6","26,05","329,71",,0,,3,5,"1,18",,15,"7,4",18,17,14,"0,63","1,18","0,1","4,08",0,,,,,10/04/2025,2025,04,EX3600
0060155 ZSHI,60155,Análisis flúido,17/03/2025,0060155 ZSHI 20250317,"991,4","991,4",0,,,Normal,Crítico,,,No,0,Normal,"Se toma una contramuestra , parametros normales",,Ninguna falla identificada,29/07/2025 9:18:34 a. m.,jbenitez2,,,"1,75","33,32","200,97",,0,,,,"0,76",,,"7,69",21,19,14,0,"0,17","0,02","0,24",0,,,,,17/03/2025,2025,03,EX3600
0060155 ZSHI,60155,Análisis flúido,8/08/2026,0060155 ZSHI 20260808,"9980,5","50269,8","47679,4","3815,7",1,Normal,Crítico,,,No,0,Advertencia,"  Los predictores del codigo ISO de limpieza estan en rango de critico .  Asistente, abre una OT tipo TR P1 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).    ",,,10/08/2026 11:42:48 a. m.,jbenitez2,,,"50,79","30,72","131,99",,"0,39",,,,"11,34",,,"9,45",26,25,22,"3,25","0,52","0,22","17,29","0,02",,,,,8/08/2026,2026,08,EX3600
0060156 ZSHI,60156,Análisis flúido,7/08/2026,0060156 ZSHI 20260807,"6164,8","46454,1","43863,7",0,24,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,,10/08/2026 11:26:18 a. m.,jbenitez2,,,"45,76","43,73","84,72",,"0,18",,,,0,,,"11,02",19,17,13,"0,04","0,01","0,03","0,08",0,,,,,7/08/2026,2026,08,EX3600
0060155 ZSHI,60155,Análisis flúido,14/07/2026,0060155 ZSHI 20260714,9514,"46454,1","43863,7","3858,2",3,Normal,Crítico,,,No,0,Advertencia,"  Los predictores del codigo ISO de limpieza estan en rango de advertencia .  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).    ",,Alto conteo de partículas,21/07/2026 4:39:22 p. m.,jbenitez2,,,"26,55","21,18","109,73",,0,,3,21,"4,43",,27,"9,3",22,21,18,"2,35","0,48","0,12","14,08","0,94",,,,,14/07/2026,2026,07,EX3600
0060156 ZSHI,60156,Análisis flúido,11/07/2026,0060156 ZSHI 20260711,"5655,8","42595,9","40005,5","652,5",42,Normal,Crítico,,,No,0,Advertencia,SE TOMARA UNA CONTRAMUESTRA PARA VERIFICAR TEDENCIA ,,Alto conteo de partículas,21/07/2026 4:38:09 p. m.,jbenitez2,,,"24,3","44,48","246,24",,0,,3,11,"3,1",,19,"7,92",21,20,17,"1,2","0,62","1,24","17,99",0,,,,,11/07/2026,2026,07,EX3600
